"-------------------------------------------------------------------------------------------"
" Monthly average CO2 concentrations (ppm) derived from flask air samples                   "
" Alert Station, NWT, Canada.                                                               "
"                                                                                           "
" Source: R. F. Keeling and S. J. Walker                                                    "
" Scripps CO2 Program ( http://scrippsco2.ucsd.edu )                                        "
" Scripps Institution of Oceanography (SIO)                                                 "
" University of California                                                                  "
" La Jolla, California USA 92093-0244                                                       "
"                                                                                           "
" Status of data and correspondence:                                                        "
"                                                                                           "
" These data are subject to revision based on recalibration of standard gases. Questions    "
" about the data should be directed to Dr. Ralph Keeling (rkeeling AT ucsd.edu) and         "
" Dr. Stephen Walker (sjwalker AT ucsd.edu), Scripps CO2 Program.                           "
"                                                                                           "
" Flask data from archive dated 21-Feb-2025 08:57:33                                        "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" Please cite as:                                                                           "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Exchanges of atmospheric CO2 and 13CO2 with the terrestrial biosphere and   "
" oceans from 1978 to 2000.  I. Global aspects, SIO Reference Series, No. 01-06, Scripps    "
" Institution of Oceanography, San Diego, 88 pages, 2001.                                   "
"                                                                                           "
" If it is necessary to cite a peer-reviewed article, please cite as:                       "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Atmospheric CO2 and 13CO2 exchange with the terrestrial biosphere and       "
" oceans from 1978 to 2000: observations and carbon cycle implications, pages 83-113,       "
" in "A History of Atmospheric CO2 and its effects on Plants, Animals, and Ecosystems",     "
" editors, Ehleringer, J.R., T. E. Cerling, M. D. Dearing, Springer Verlag,                 "
" New York, 2005.                                                                           "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" The data file below contains 10 columns.  Columns 1-4 give the dates in several redundant "
" formats. Column 5 below gives monthly CO2 concentrations in micro-mol CO2 per mole (ppm)  "
" reported on the 20 SIO manometric mole fraction scale.  This is the standard           "
" version of the data most often sought.  The monthly values have been adjusted             "
" to 24:00 hours on the 15th of each month.  Column 6 gives the same data after a seasonal  "
" adjustment to remove the quasi-regular seasonal cycle.  The adjustment involves           "
" subtracting from the data a 4-harmonic fit with a linear gain factor.  Column 7 is a      "
" smoothed version of the data generated from a stiff cubic spline function plus 4-harmonic "
" functions with linear gain.  Column 8 is the same smoothed version with the seasonal      "
" cycle removed.  Column 9 is identical to Column 5 except that the missing values from     "
" Column 5 have been filled with values from Column 7.  Column 10 is identical to Column 6  "
" except missing values have been filled with values from Column 8.  Missing values are     "
2004, 10,   38275, 2004.7896,   373.53,   378.42,     374.26,   379.15,     373.53,   378.42
2004, 11,   38306, 2004.8743,   378.62,   378.96,     378.97,   379.31,     378.62,   378.96
2004, 12,   38336, 2004.9563,   381.78,   379.28,     381.97,   379.47,     381.78,   379.28
2005, 01,   38367, 2005.0411,   384.95,   380.99,     383.60,   379.64,     384.95,   380.99
2005, 02,   38398, 2005.1260,   384.39,   379.75,     384.46,   379.82,     384.39,   379.75
2005, 03,   38426, 2005.2027,   384.22,   379.16,     385.05,   379.99,     384.22,   379.16
2005, 04,   38457, 2005.2877,   385.38,   380.14,     385.42,   380.18,     385.38,   380.14
2005, 05,   38487, 2005.3699,   385.39,   379.99,     385.78,   380.38,     385.39,   379.99
2005, 06,   38518, 2005.4548,   383.81,   380.67,     383.72,   380.59,     383.81,   380.67
2005, 07,   38548, 2005.5370,   377.03,   380.87,     376.95,   380.79,     377.03,   380.87
2005, 08,   38579, 2005.6219,   370.63,   381.12,     370.51,   381.01,     370.63,   381.12
2005, 09,   38610, 2005.7068,   372.21,   382.12,     371.32,   381.23,     372.21,   382.12
2005, 10,   38640, 2005.7890,   375.35,   380.31,     376.49,   381.44,     375.35,   380.31
2005, 11,   38671, 2005.8740,   381.81,   382.17,     381.32,   381.67,     381.81,   382.17
2005, 12,   38701, 2005.9562,   385.15,   382.63,     384.40,   381.89,     385.15,   382.63
2006, 01,   38732, 2006.0411,   385.05,   381.06,     386.10,   382.11,     385.05,   381.06
2006, 02,   38763, 2006.1260,   385.61,   380.94,     387.01,   382.34,     385.61,   380.94
2006, 03,   38791, 2006.2027,   386.89,   381.80,     387.64,   382.55,     386.89,   381.80
2006, 04,   38822, 2006.2877,   387.80,   382.54,     388.04,   382.78,     387.80,   382.54
2006, 05,   38852, 2006.3699,   388.70,   383.27,     388.42,   382.99,     388.70,   383.27
2006, 06,   38883, 2006.4548,   387.57,   384.42,     386.36,   383.20,     387.57,   384.42
2006, 07,   38913, 2006.5370,   380.85,   384.72,     379.53,   383.40,     380.85,   384.72
2006, 08,   38944, 2006.6219,   373.93,   384.49,     373.03,   383.59,     373.93,   384.49
2006, 09,   38975, 2006.7068,   374.93,   384.89,     373.79,   383.76,     374.93,   384.89
2006, 10,   39005, 2006.7890,   379.00,   383.99,     378.93,   383.92,     379.00,   383.99
2006, 11,   39036, 2006.8740,   384.31,   384.67,     383.71,   384.06,     384.31,   384.67
2006, 12,   39066, 2006.9562,   387.23,   384.70,     386.72,   384.19,     387.23,   384.70
2007, 01,   39097, 2007.0411,   388.37,   384.36,     388.33,   384.32,     388.37,   384.36
2007, 02,   39128, 2007.1260,   388.91,   384.21,     389.14,   384.44,     388.91,   384.21
2007, 03,   39156, 2007.2027,   389.78,   384.66,     389.67,   384.55,     389.78,   384.66
2007, 04,   39187, 2007.2877,   389.85,   384.55,     389.97,   384.67,     389.85,   384.55
2007, 05,   39217, 2007.3699,   389.59,   384.12,     390.25,   384.79,     389.59,   384.12
2007, 06,   39248, 2007.4548,   387.90,   384.72,     388.09,   384.92,     387.90,   384.72
2007, 07,   39278, 2007.5370,   380.80,   384.68,     381.16,   385.05,     380.80,   384.68
2007, 08,   39309, 2007.6219,   373.01,   383.63,     374.58,   385.19,     373.01,   383.63
2007, 09,   39340, 2007.7068,   375.47,   385.50,     375.32,   385.35,     375.47,   385.50
2007, 10,   39370, 2007.7890,   380.79,   385.80,     380.49,   385.51,     380.79,   385.80
2007, 11,   39401, 2007.8740,   384.38,   384.74,     385.32,   385.68,     384.38,   384.74
2007, 12,   39431, 2007.9562,      NaN,      NaN,     388.39,   385.85,     388.39,   385.85
2008, 01,   39462, 2008.0410,   390.21,   386.18,     390.05,   386.02,     390.21,   386.18
2008, 02,   39493, 2008.1257,   390.97,   386.25,     390.92,   386.20,     390.97,   386.25
2008, 03,   39522, 2008.2049,   392.63,   387.48,     391.51,   386.36,     392.63,   387.48
2008, 04,   39553, 2008.2896,   392.37,   387.04,     391.87,   386.53,     392.37,   387.04
2008, 05,   39583, 2008.3716,   392.73,   387.24,     392.18,   386.69,     392.73,   387.24
2008, 06,   39614, 2008.4563,   389.49,   386.39,     389.96,   386.86,     389.49,   386.39
2008, 07,   39644, 2008.5383,   383.00,   387.04,     382.97,   387.01,     383.00,   387.04
2008, 08,   39675, 2008.6230,      NaN,      NaN,     376.44,   387.16,     376.44,   387.16
2008, 09,   39706, 2008.7077,   377.58,   387.63,     377.27,   387.31,     377.58,   387.63
2008, 10,   39736, 2008.7896,   381.66,   386.67,     382.45,   387.45,     381.66,   386.67
2008, 11,   39767, 2008.8743,   388.29,   388.63,     387.25,   387.59,     388.29,   388.63
2008, 12,   39797, 2008.9563,   390.02,   387.46,     390.29,   387.72,     390.02,   387.46
2009, 01,   39828, 2009.0411,   393.30,   389.25,     391.91,   387.85,     393.30,   389.25
2009, 02,   39859, 2009.1260,   392.50,   387.75,     392.72,   387.98,     392.50,   387.75
2009, 03,   39887, 2009.2027,   393.58,   388.40,     393.26,   388.08,     393.58,   388.40
2009, 04,   39918, 2009.2877,   394.02,   388.66,     393.56,   388.20,     394.02,   388.66
2009, 05,   39948, 2009.3699,   394.13,   388.60,     393.84,   388.31,     394.13,   388.60
2009, 06,   39979, 2009.4548,   391.54,   388.33,     391.63,   388.42,     391.54,   388.33
2009, 07,   40009, 2009.5370,   384.90,   388.83,     384.60,   388.53,     384.90,   388.83
2009, 08,   40040, 2009.6219,   377.90,   388.64,     377.92,   388.66,     377.90,   388.64
2009, 09,   40071, 2009.7068,   377.87,   388.01,     378.65,   388.79,     377.87,   388.01
2009, 10,   40101, 2009.7890,   383.11,   388.18,     383.85,   388.92,     383.11,   388.18
2009, 11,   40132, 2009.8740,   387.40,   387.76,     388.72,   389.08,     387.40,   387.76
2009, 12,   40162, 2009.9562,      NaN,      NaN,     391.82,   389.24,     391.82,   389.24
2010, 01,   40193, 2010.0411,   392.52,   388.44,     393.50,   389.42,     392.52,   388.44
2010, 02,   40224, 2010.1260,   393.65,   388.87,     394.39,   389.61,     393.65,   388.87
2010, 03,   40252, 2010.2027,   393.81,   388.60,     395.00,   389.80,     393.81,   388.60
2010, 04,   40283, 2010.2877,   395.20,   389.81,     395.40,   390.01,     395.20,   389.81
2010, 05,   40313, 2010.3699,   395.76,   390.20,     395.78,   390.23,     395.76,   390.20
2010, 06,   40344, 2010.4548,   394.61,   391.39,     393.68,   390.45,     394.61,   391.39
2010, 07,   40374, 2010.5370,   386.39,   390.35,     386.71,   390.67,     386.39,   390.35
2010, 08,   40405, 2010.6219,   380.81,   391.61,     380.09,   390.89,     380.81,   391.61
2010, 09,   40436, 2010.7068,   382.32,   392.52,     380.91,   391.10,     382.32,   392.52
2010, 10,   40466, 2010.7890,   387.14,   392.23,     386.21,   391.31,     387.14,   392.23
2010, 11,   40497, 2010.8740,   391.52,   391.89,     391.14,   391.50,     391.52,   391.89
2010, 12,   40527, 2010.9562,   394.13,   391.54,     394.28,   391.69,     394.13,   391.54
2011, 01,   40558, 2011.0411,   395.38,   391.28,     395.98,   391.88,     395.38,   391.28
2011, 02,   40589, 2011.1260,   396.30,   391.50,     396.86,   392.06,     396.30,   391.50
2011, 03,   40617, 2011.2027,   397.61,   392.38,     397.45,   392.22,     397.61,   392.38
2011, 04,   40648, 2011.2877,   398.25,   392.83,     397.81,   392.39,     398.25,   392.83
2011, 05,   40678, 2011.3699,   398.56,   392.97,     398.14,   392.55,     398.56,   392.97
2011, 06,   40709, 2011.4548,   395.20,   391.95,     395.97,   392.72,     395.20,   391.95
2011, 07,   40739, 2011.5370,      NaN,      NaN,     388.91,   392.89,     388.91,   392.89
2011, 08,   40770, 2011.6219,   380.71,   391.57,     382.19,   393.05,     380.71,   391.57
2011, 09,   40801, 2011.7068,   381.94,   392.19,     382.97,   393.23,     381.94,   392.19
2011, 10,   40831, 2011.7890,   388.09,   393.21,     388.27,   393.39,     388.09,   393.21
2011, 11,   40862, 2011.8740,   393.76,   394.12,     393.20,   393.57,     393.76,   394.12
2011, 12,   40892, 2011.9562,   396.69,   394.08,     396.35,   393.74,     396.69,   394.08
2012, 01,   40923, 2012.0410,   399.09,   394.97,     398.05,   393.92,     399.09,   394.97
2012, 02,   40954, 2012.1257,   398.78,   393.96,     398.94,   394.11,     398.78,   393.96
2012, 03,   40983, 2012.2049,   399.38,   394.11,     399.55,   394.28,     399.38,   394.11
2012, 04,   41014, 2012.2896,   400.10,   394.64,     399.93,   394.48,     400.10,   394.64
2012, 05,   41044, 2012.3716,   400.35,   394.74,     400.28,   394.67,     400.35,   394.74
2012, 06,   41075, 2012.4563,   397.34,   394.17,     398.05,   394.88,     397.34,   394.17
2012, 07,   41105, 2012.5383,   389.62,   393.75,     390.95,   395.09,     389.62,   393.75
2012, 08,   41136, 2012.6230,   382.58,   393.55,     384.34,   395.31,     382.58,   393.55
2012, 09,   41167, 2012.7077,   386.00,   396.27,     385.27,   395.54,     386.00,   396.27
2012, 10,   41197, 2012.7896,   390.42,   395.54,     390.66,   395.77,     390.42,   395.54
2012, 11,   41228, 2012.8743,   395.99,   396.35,     395.67,   396.02,     395.99,   396.35
2012, 12,   41258, 2012.9563,   399.33,   396.70,     398.88,   396.26,     399.33,   396.70
2013, 01,   41289, 2013.0411,   400.92,   396.77,     400.65,   396.51,     400.92,   396.77
2013, 02,   41320, 2013.1260,   401.42,   396.56,     401.62,   396.76,     401.42,   396.56
2013, 03,   41348, 2013.2027,   401.50,   396.21,     402.28,   396.99,     401.50,   396.21
2013, 04,   41379, 2013.2877,   401.96,   396.48,     402.72,   397.24,     401.96,   396.48
2013, 05,   41409, 2013.3699,      NaN,      NaN,     403.14,   397.49,     403.14,   397.49
2013, 06,   41440, 2013.4548,   400.73,   397.45,     401.01,   397.73,     400.73,   397.45
2013, 07,   41470, 2013.5370,   394.81,   398.84,     393.95,   397.97,     394.81,   398.84
2013, 08,   41501, 2013.6219,   387.80,   398.83,     387.40,   398.43,     387.80,   398.83
2013, 09,   41532, 2013.7068,   387.88,   398.26,     388.30,   398.68,     387.88,   398.26
2013, 10,   41562, 2013.7890,   394.17,   399.48,     393.60,   398.91,     394.17,   399.48
2013, 11,   41593, 2013.8740,   399.69,   400.05,     398.75,   399.11,     399.69,   400.05
2013, 12,   41623, 2013.9562,   401.54,   398.89,     401.97,   399.31,     401.54,   398.89
2014, 01,   41654, 2014.0411,      NaN,      NaN,     403.67,   399.49,     403.67,   399.49
2014, 02,   41685, 2014.1260,   404.43,   399.58,     404.53,   399.68,     404.43,   399.58
2014, 03,   41713, 2014.2027,   406.71,   401.22,     405.32,   399.83,     406.71,   401.22
2014, 04,   41744, 2014.2877,   404.88,   399.25,     405.61,   399.98,     404.88,   399.25
2014, 05,   41774, 2014.3699,   405.53,   399.76,     405.89,   400.12,     405.53,   399.76
2014, 06,   41805, 2014.4548,   403.43,   400.18,     403.52,   400.26,     403.43,   400.18
2014, 07,   41835, 2014.5370,   396.18,   400.42,     396.15,   400.40,     396.18,   400.42
2014, 08,   41866, 2014.6219,   389.70,   400.64,     389.60,   400.54,     389.70,   400.64
2014, 09,   41897, 2014.7068,      NaN,      NaN,     390.48,   400.68,     390.48,   400.68
2014, 10,   41927, 2014.7890,      NaN,      NaN,     395.61,   400.81,     395.61,   400.81
2014, 11,   41958, 2014.8740,   399.27,   399.57,     400.66,   400.96,     399.27,   399.57
2014, 12,   41988, 2014.9562,   403.93,   401.19,     403.83,   401.10,     403.93,   401.19
2015, 01,   42019, 2015.0411,   403.98,   399.92,     405.31,   401.25,     403.98,   399.92
2015, 02,   42050, 2015.1260,   408.03,   403.04,     406.40,   401.41,     408.03,   403.04
2015, 03,   42078, 2015.2027,   407.97,   402.36,     407.17,   401.56,     407.97,   402.36
2015, 04,   42109, 2015.2877,   406.89,   401.20,     407.41,   401.72,     406.89,   401.20
2015, 05,   42139, 2015.3699,   407.44,   401.73,     407.59,   401.88,     407.44,   401.73
2015, 06,   42170, 2015.4548,   404.65,   401.70,     405.00,   402.05,     404.65,   401.70
2015, 07,   42200, 2015.5370,   397.65,   402.36,     397.51,   402.22,     397.65,   402.36
2015, 08,   42231, 2015.6219,   391.13,   402.36,     391.17,   402.40,     391.13,   402.36
2015, 09,   42262, 2015.7068,   392.41,   402.79,     392.19,   402.58,     392.41,   402.79
2015, 10,   42292, 2015.7890,   397.23,   402.41,     397.57,   402.75,     397.23,   402.41
2015, 11,   42323, 2015.8740,   403.91,   404.12,     402.72,   402.93,     403.91,   404.12
2015, 12,   42353, 2015.9562,   406.28,   403.46,     405.92,   403.10,     406.28,   403.46
2016, 01,   42384, 2016.0410,   406.72,   402.48,     407.52,   403.29,     406.72,   402.48
2016, 02,   42415, 2016.1257,   408.97,   403.82,     408.63,   403.48,     408.97,   403.82
2016, 03,   42444, 2016.2049,   409.07,   403.33,     409.42,   403.67,     409.07,   403.33
2016, 04,   42475, 2016.2896,   409.60,   403.83,     409.68,   403.91,     409.60,   403.83
2016, 05,   42505, 2016.3716,   409.30,   403.60,     409.86,   404.16,     409.30,   403.60
2016, 06,   42536, 2016.4563,   406.67,   403.85,     407.26,   404.44,     406.67,   403.85
2016, 07,   42566, 2016.5383,   399.43,   404.22,     399.95,   404.74,     399.43,   404.22
2016, 08,   42597, 2016.6230,   393.56,   404.93,     393.70,   405.07,     393.56,   404.93
2016, 09,   42628, 2016.7077,   394.46,   404.86,     395.01,   405.42,     394.46,   404.86
2016, 10,   42658, 2016.7896,   400.70,   405.91,     400.54,   405.75,     400.70,   405.91
2016, 11,   42689, 2016.8743,   405.81,   406.09,     405.81,   406.09,     405.81,   406.09
2016, 12,   42719, 2016.9563,   409.45,   406.69,     409.17,   406.41,     409.45,   406.69
2017, 01,   42750, 2017.0411,   412.46,   408.17,     411.02,   406.73,     412.46,   408.17
2017, 02,   42781, 2017.1260,   412.39,   407.01,     412.38,   407.00,     412.39,   407.01
2017, 03,   42809, 2017.2027,   413.66,   407.81,     413.08,   407.23,     413.66,   407.81
2017, 04,   42840, 2017.2877,   413.53,   407.80,     413.22,   407.48,     413.53,   407.80
2017, 05,   42870, 2017.3699,   413.79,   408.01,     413.45,   407.67,     413.79,   408.01
2017, 06,   42901, 2017.4548,   410.66,   407.72,     410.76,   407.82,     410.66,   407.72
2017, 07,   42931, 2017.5370,   403.61,   408.37,     403.20,   407.96,     403.61,   408.37
2017, 08,   42962, 2017.6219,   396.87,   408.21,     396.75,   408.09,     396.87,   408.21
2017, 09,   42993, 2017.7068,   397.73,   408.11,     397.84,   408.21,     397.73,   408.11
2017, 10,   43023, 2017.7890,   402.60,   407.86,     403.07,   408.33,     402.60,   407.86
2017, 11,   43054, 2017.8740,   407.81,   408.15,     408.11,   408.45,     407.81,   408.15
2017, 12,   43084, 2017.9562,   410.26,   407.58,     411.27,   408.60,     410.26,   407.58
2018, 01,   43115, 2018.0411,   413.52,   409.18,     413.11,   408.77,     413.52,   409.18
2018, 02,   43146, 2018.1260,   413.36,   407.86,     414.45,   408.95,     413.36,   407.86
2018, 03,   43174, 2018.2027,   413.98,   408.08,     415.02,   409.11,     413.98,   408.08
2018, 04,   43205, 2018.2877,   415.78,   410.01,     415.08,   409.31,     415.78,   410.01
2018, 05,   43235, 2018.3699,   415.24,   409.41,     415.35,   409.52,     415.24,   409.41
2018, 06,   43266, 2018.4548,   413.48,   410.59,     412.61,   409.72,     413.48,   410.59
2018, 07,   43296, 2018.5370,   406.33,   411.23,     405.01,   409.91,     406.33,   411.23
2018, 08,   43327, 2018.6219,   398.61,   410.00,     398.70,   410.09,     398.61,   410.00
2018, 09,   43358, 2018.7068,   400.18,   410.56,     399.88,   410.25,     400.18,   410.56
2018, 10,   43388, 2018.7890,   404.17,   409.50,     405.08,   410.41,     404.17,   409.50
2018, 11,   43419, 2018.8740,   409.84,   410.18,     410.25,   410.59,     409.84,   410.18
2018, 12,   43449, 2018.9562,   413.55,   410.88,     413.44,   410.77,     413.55,   410.88
2019, 01,   43480, 2019.0411,   414.61,   410.40,     415.17,   410.96,     414.61,   410.40
2019, 02,   43511, 2019.1260,   415.90,   410.50,     416.61,   411.21,     415.90,   410.50
2019, 03,   43539, 2019.2027,   417.54,   411.63,     417.32,   411.41,     417.54,   411.63
2019, 04,   43570, 2019.2877,   418.44,   412.66,     417.40,   411.63,     418.44,   412.66
2019, 05,   43600, 2019.3699,   417.57,   411.66,     417.77,   411.85,     417.57,   411.66
2019, 06,   43631, 2019.4548,   414.43,   411.57,     414.94,   412.08,     414.43,   411.57
2019, 07,   43661, 2019.5370,   407.82,   412.84,     407.29,   412.31,     407.82,   412.84
2019, 08,   43692, 2019.6219,   400.89,   412.27,     401.17,   412.55,     400.89,   412.27
2019, 09,   43723, 2019.7068,   402.29,   412.59,     402.49,   412.79,     402.29,   412.59
2019, 10,   43753, 2019.7890,   407.52,   412.76,     407.79,   413.03,     407.52,   412.76
2019, 11,   43784, 2019.8740,   412.75,   413.03,     412.99,   413.27,     412.75,   413.03
2019, 12,   43814, 2019.9562,   416.10,   413.37,     416.23,   413.50,     416.10,   413.37
2020, 01,   43845, 2020.0410,   418.36,   414.15,     417.95,   413.74,     418.36,   414.15
2020, 02,   43876, 2020.1257,   420.58,   415.15,     419.38,   413.94,     420.58,   415.15
2020, 03,   43905, 2020.2049,   419.45,   413.85,     419.76,   414.15,     419.45,   413.85
2020, 04,   43936, 2020.2896,   420.44,   414.69,     420.12,   414.37,     420.44,   414.69
2020, 05,   43966, 2020.3716,   420.30,   414.40,     420.47,   414.58,     420.30,   414.40
2020, 06,   43997, 2020.4563,   416.84,   414.27,     417.36,   414.79,     416.84,   414.27
2020, 07,   44027, 2020.5383,   408.96,   414.15,     409.80,   414.99,     408.96,   414.15
2020, 08,   44058, 2020.6230,   403.55,   414.95,     403.80,   415.19,     403.55,   414.95
2020, 09,   44089, 2020.7077,   406.86,   417.19,     405.07,   415.40,     406.86,   417.19
2020, 10,   44119, 2020.7896,   410.71,   415.80,     410.49,   415.59,     410.71,   415.80
2020, 11,   44150, 2020.8743,   416.46,   416.63,     415.60,   415.77,     416.46,   416.63
2020, 12,   44180, 2020.9563,   418.10,   415.34,     418.71,   415.94,     418.10,   415.34
2021, 01,   44211, 2021.0411,   418.72,   414.23,     420.61,   416.12,     418.72,   414.23
2021, 02,   44242, 2021.1260,   423.76,   418.33,     421.73,   416.29,     423.76,   418.33
2021, 03,   44270, 2021.2027,   422.00,   416.40,     422.05,   416.45,     422.00,   416.40
2021, 04,   44301, 2021.2877,   422.02,   416.29,     422.37,   416.63,     422.02,   416.29
2021, 05,   44331, 2021.3699,   423.27,   417.36,     422.72,   416.81,     423.27,   417.36
2021, 06,   44362, 2021.4548,   420.00,   417.33,     419.68,   417.01,     420.00,   417.33
2021, 07,   44392, 2021.5370,   411.45,   416.50,     412.15,   417.20,     411.45,   416.50
2021, 08,   44423, 2021.6219,   404.68,   416.04,     406.07,   417.42,     404.68,   416.04
2021, 09,   44454, 2021.7068,   407.81,   418.16,     407.29,   417.64,     407.81,   418.16
2021, 10,   44484, 2021.7890,   412.69,   417.82,     412.74,   417.87,     412.69,   417.82
2021, 11,   44515, 2021.8740,      NaN,      NaN,     417.91,   418.10,     417.91,   418.10
2021, 12,   44545, 2021.9562,      NaN,      NaN,     421.08,   418.32,     421.08,   418.32
2022, 01,   44576, 2022.0411,   425.61,   421.13,     423.02,   418.54,     425.61,   421.13
2022, 02,   44607, 2022.1260,      NaN,      NaN,     424.17,   418.75,     424.17,   418.75
2022, 03,   44635, 2022.2027,   424.27,   418.68,     424.52,   418.93,     424.27,   418.68
2022, 04,   44666, 2022.2877,   424.96,   419.24,     424.84,   419.11,     424.96,   419.24
2022, 05,   44696, 2022.3699,   425.09,   419.19,     425.18,   419.28,     425.09,   419.19
2022, 06,   44727, 2022.4548,   423.37,   420.70,     422.11,   419.44,     423.37,   420.70
2022, 07,   44757, 2022.5370,   413.26,   418.30,     414.55,   419.59,     413.26,   418.30
2022, 08,   44788, 2022.6219,   409.43,   420.76,     408.41,   419.74,     409.43,   420.76
2022, 09,   44819, 2022.7068,   408.88,   419.22,     409.55,   419.89,     408.88,   419.22
2022, 10,   44849, 2022.7890,   414.70,   419.82,     414.92,   420.04,     414.70,   419.82
2022, 11,   44880, 2022.8740,   420.50,   420.69,     420.01,   420.19,     420.50,   420.69
2022, 12,   44910, 2022.9562,   423.09,   420.34,     423.10,   420.35,     423.09,   420.34
2023, 01,   44941, 2023.0411,   424.93,   420.46,     425.00,   420.52,     424.93,   420.46
2023, 02,   44972, 2023.1260,   425.67,   420.25,     426.12,   420.71,     425.67,   420.25
2023, 03,   45000, 2023.2027,   426.15,   420.56,     426.47,   420.88,     426.15,   420.56
2023, 04,   45031, 2023.2877,   426.98,   421.27,     426.81,   421.09,     426.98,   421.27
2023, 05,   45061, 2023.3699,   427.15,   421.26,     427.20,   421.31,     427.15,   421.26
2023, 06,   45092, 2023.4548,   424.26,   421.60,     424.21,   421.54,     424.26,   421.60
2023, 07,   45122, 2023.5370,      NaN,      NaN,     416.75,   421.78,     416.75,   421.78
2023, 08,   45153, 2023.6219,   411.02,   422.34,     410.72,   422.04,     411.02,   422.34
2023, 09,   45184, 2023.7068,   412.76,   423.08,     411.98,   422.30,     412.76,   423.08
2023, 10,   45214, 2023.7890,   417.57,   422.68,     417.46,   422.57,     417.57,   422.68
2023, 11,   45245, 2023.8740,   422.25,   422.43,     422.67,   422.86,     422.25,   422.43
2023, 12,   45275, 2023.9562,   427.31,   424.56,     425.90,   423.15,     427.31,   424.56
2024, 01,   45306, 2024.0410,   427.62,   423.15,     427.92,   423.46,     427.62,   423.15
2024, 02,   45337, 2024.1257,   428.56,   423.15,     429.19,   423.78,     428.56,   423.15
2024, 03,   45366, 2024.2049,   428.88,   423.31,     429.68,   424.10,     428.88,   423.31
2024, 04,   45397, 2024.2896,   430.30,   424.58,     430.19,   424.47,     430.30,   424.58
2024, 05,   45427, 2024.3716,   430.17,   424.30,     430.70,   424.84,     430.17,   424.30
2024, 06,   45458, 2024.4563,   427.42,   424.87,     427.79,   425.24,     427.42,   424.87
2024, 07,   45488, 2024.5383,      NaN,      NaN,     420.48,   425.64,     420.48,   425.64
2024, 08,   45519, 2024.6230,      NaN,      NaN,     414.73,   426.07,     414.73,   426.07
2024, 09,   45550, 2024.7077,      NaN,      NaN,     416.24,   426.51,     416.24,   426.51
2024, 10,   45580, 2024.7896,   422.14,   427.20,     421.87,   426.94,     422.14,   427.20
2024, 11,   45611, 2024.8743,   427.89,   428.06,     427.22,   427.39,     427.89,   428.06
2024, 12,   45641, 2024.9563,      NaN,      NaN,     430.57,   427.82,     430.57,   427.82
